Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Rok;Jednostka miary;Wartosc;Atrybut;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2011";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2012";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2013";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2014";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2015";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2016";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2017";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2018";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2019";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2020";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2021";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2022";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"ogółem";"2023";"osoba";70834;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"1995";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"1996";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"1997";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"1998";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"1999";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2000";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2001";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2002";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2003";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2004";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2005";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2006";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2007";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2008";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2009";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2010";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2011";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2012";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2013";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2014";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2015";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2016";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2017";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2018";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2019";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2020";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2021";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2022";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"mężczyźni";"2023";"osoba";37793;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"1995";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"1996";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"1997";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"1998";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"1999";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2000";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2001";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2002";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2003";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2004";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2005";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2006";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2007";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2008";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2009";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2010";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2011";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2012";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2013";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2014";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2015";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2016";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2017";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2018";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2019";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2020";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2021";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2022";"osoba";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"pracujący";"kobiety";"2023";"osoba";33041;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"1995";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"1996";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"1997";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"1998";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"1999";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2000";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2001";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2002";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2003";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2004";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2005";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2006";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2007";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2008";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2009";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2010";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2011";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2012";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2013";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"lipiec";"średnia wieku";"ogółem";"2014";"lata";;;
